comparison	kegg_pathway	ko_id	significant_compounds	pathway_compounds	significant_compounds_total	compounds_total	metabolite_index_list	kegg_compound_list	kegg_url
CRKP_vs_KP_vs_Con	Purine metabolism	ko00230	4	10	158	562	MEDN0046;MEDN0163;MEDN2326;MEDP1949	C00064+C00262+C11821+C03373	https:\\www.genome.jp\dbget-bin\www_bget?map00230
CRKP_vs_KP_vs_Con	Pyrimidine metabolism	ko00240	5	15	158	562	MEDN0046;MEDN0147;MEDN0335;MEDN0434;MEDN0841	C00064+C02376+C02170+C02067+C02642	https:\\www.genome.jp\dbget-bin\www_bget?map00240
CRKP_vs_KP_vs_Con	Vitamin B6 metabolism	ko00750	1	2	158	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00750
CRKP_vs_KP_vs_Con	Nitrogen metabolism	ko00910	1	1	158	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00910
CRKP_vs_KP_vs_Con	Nucleotide metabolism	ko01232	2	10	158	562	MEDN0046;MEDN0163	C00064+C00262	https:\\www.genome.jp\dbget-bin\www_bget?map01232
CRKP_vs_KP_vs_Con	Glutamatergic synapse	ko04724	1	2	158	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map04724
CRKP_vs_KP_vs_Con	GABAergic synapse	ko04727	2	4	158	562	MEDN0046;MEDN0201	C00064+C00042	https:\\www.genome.jp\dbget-bin\www_bget?map04727
CRKP_vs_KP_vs_Con	Proximal tubule bicarbonate reclamation	ko04964	1	2	158	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map04964
CRKP_vs_KP_vs_Con	Citrate cycle (TCA cycle)	ko00020	1	5	158	562	MEDN0201	C00042	https:\\www.genome.jp\dbget-bin\www_bget?map00020
CRKP_vs_KP_vs_Con	Oxidative phosphorylation	ko00190	1	1	158	562	MEDN0201	C00042	https:\\www.genome.jp\dbget-bin\www_bget?map00190
CRKP_vs_KP_vs_Con	Lysine degradation	ko00310	4	10	158	562	MEDN0201;MEDN1656;MEDP0011;MEDP0297	C00042+C00739+C00047+C00431	https:\\www.genome.jp\dbget-bin\www_bget?map00310
CRKP_vs_KP_vs_Con	Pyruvate metabolism	ko00620	1	4	158	562	MEDN0201	C00042	https:\\www.genome.jp\dbget-bin\www_bget?map00620
CRKP_vs_KP_vs_Con	Propanoate metabolism	ko00640	2	5	158	562	MEDN0201;MEDN0335	C00042+C02170	https:\\www.genome.jp\dbget-bin\www_bget?map00640
CRKP_vs_KP_vs_Con	Butanoate metabolism	ko00650	1	6	158	562	MEDN0201	C00042	https:\\www.genome.jp\dbget-bin\www_bget?map00650
CRKP_vs_KP_vs_Con	Glucagon signaling pathway	ko04922	1	7	158	562	MEDN0201	C00042	https:\\www.genome.jp\dbget-bin\www_bget?map04922
CRKP_vs_KP_vs_Con	Circadian entrainment	ko04713	1	2	158	562	MEDN0208	C01598	https:\\www.genome.jp\dbget-bin\www_bget?map04713
CRKP_vs_KP_vs_Con	Primary bile acid biosynthesis	ko00120	1	7	158	562	MEDN0280	C00245	https:\\www.genome.jp\dbget-bin\www_bget?map00120
CRKP_vs_KP_vs_Con	Taurine and hypotaurine metabolism	ko00430	1	7	158	562	MEDN0280	C00245	https:\\www.genome.jp\dbget-bin\www_bget?map00430
CRKP_vs_KP_vs_Con	Biosynthesis of unsaturated fatty acids	ko01040	1	6	158	562	MEDN0394	C16525	https:\\www.genome.jp\dbget-bin\www_bget?map01040
CRKP_vs_KP_vs_Con	Porphyrin metabolism	ko00860	2	7	158	562	MEDN0622;MEDP1949	C00931+C03373	https:\\www.genome.jp\dbget-bin\www_bget?map00860
CRKP_vs_KP_vs_Con	Fc epsilon RI signaling pathway	ko04664	1	2	158	562	MEDN1135	C00374	https:\\www.genome.jp\dbget-bin\www_bget?map04664
CRKP_vs_KP_vs_Con	Pertussis	ko05133	1	3	158	562	MEDN1135	C00374	https:\\www.genome.jp\dbget-bin\www_bget?map05133
CRKP_vs_KP_vs_Con	Parkinson disease	ko05012	1	3	158	562	MEDN1722	C04599	https:\\www.genome.jp\dbget-bin\www_bget?map05012
CRKP_vs_KP_vs_Con	Pathways of neurodegeneration - multiple diseases	ko05022	1	2	158	562	MEDN1722	C04599	https:\\www.genome.jp\dbget-bin\www_bget?map05022
CRKP_vs_KP_vs_Con	Caffeine metabolism	ko00232	1	8	158	562	MEDN2325	C16365	https:\\www.genome.jp\dbget-bin\www_bget?map00232
CRKP_vs_KP_vs_Con	Gap junction	ko04540	2	6	158	562	MEDN2393;MEDN2394	C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map04540
CRKP_vs_KP_vs_Con	Regulation of actin cytoskeleton	ko04810	2	5	158	562	MEDN2393;MEDN2394	C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map04810
CRKP_vs_KP_vs_Con	Vitamin digestion and absorption	ko04977	3	21	158	562	MEDN2393;MEDN2394;MEDP0242	C00681+C00681+C00153	https:\\www.genome.jp\dbget-bin\www_bget?map04977
CRKP_vs_KP_vs_Con	Pathogenic Escherichia coli infection	ko05130	2	5	158	562	MEDN2393;MEDN2394	C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map05130
CRKP_vs_KP_vs_Con	Biotin metabolism	ko00780	1	5	158	562	MEDP0011	C00047	https:\\www.genome.jp\dbget-bin\www_bget?map00780
CRKP_vs_KP_vs_Con	Antifolate resistance	ko01523	1	3	158	562	MEDP0020	C00073	https:\\www.genome.jp\dbget-bin\www_bget?map01523
CRKP_vs_KP_vs_Con	Cobalamin transport and metabolism	ko04980	1	2	158	562	MEDP0020	C00073	https:\\www.genome.jp\dbget-bin\www_bget?map04980
CRKP_vs_KP_vs_Con	Thyroid hormone synthesis	ko04918	2	4	158	562	MEDP0184;MEDP0186	C02465+C01829	https:\\www.genome.jp\dbget-bin\www_bget?map04918
CRKP_vs_KP_vs_Con	Thyroid hormone signaling pathway	ko04919	2	3	158	562	MEDP0184;MEDP0186	C02465+C01829	https:\\www.genome.jp\dbget-bin\www_bget?map04919
CRKP_vs_KP_vs_Con	Autoimmune thyroid disease	ko05320	2	2	158	562	MEDP0184;MEDP0186	C02465+C01829	https:\\www.genome.jp\dbget-bin\www_bget?map05320
CRKP_vs_KP_vs_Con	Arginine and proline metabolism	ko00330	4	15	158	562	MEDP0297;MEDP0313;MEDP1475;MEDP1741	C00431+C00581+C02565+C00179	https:\\www.genome.jp\dbget-bin\www_bget?map00330
CRKP_vs_KP_vs_Con	Ether lipid metabolism	ko00565	1	2	158	562	MEDP0442	C00670	https:\\www.genome.jp\dbget-bin\www_bget?map00565
CRKP_vs_KP_vs_Con	mTOR signaling pathway	ko04150	1	2	158	562	MEDP0752	C00123	https:\\www.genome.jp\dbget-bin\www_bget?map04150
CRKP_vs_KP_vs_Con	Shigellosis	ko05131	2	2	158	562	MEDP0752;MEDP1144	C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map05131
CRKP_vs_KP_vs_Con	Fatty acid degradation	ko00071	1	10	158	562	MEDP1397	C02990	https:\\www.genome.jp\dbget-bin\www_bget?map00071
CRKP_vs_KP_vs_Con	Fatty acid metabolism	ko01212	1	2	158	562	MEDP1397	C02990	https:\\www.genome.jp\dbget-bin\www_bget?map01212
CRKP_vs_KP_vs_Con	Thiamine metabolism	ko00730	1	5	158	562	MEDP1949	C03373	https:\\www.genome.jp\dbget-bin\www_bget?map00730
CRKP_vs_KP_vs_Con	Steroid hormone biosynthesis	ko00140	1	15	158	562	MEDP2059	C04295	https:\\www.genome.jp\dbget-bin\www_bget?map00140
CRKP_vs_KP_vs_Con	Ovarian steroidogenesis	ko04913	1	9	158	562	MEDP2059	C04295	https:\\www.genome.jp\dbget-bin\www_bget?map04913
