protein_group	protein_names	genes	description	Con1	Con2	Con3	Con4	Con5	Con6	Con7	Con8	Con9	Con10	Con11	Con12	Con13	Con14	Con15	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	CRKP1	CRKP2	CRKP3	CRKP4	CRKP5	CRKP6	CRKP7	CRKP8	CRKP9	CRKP10	CRKP11	CRKP12	CRKP13	CRKP14	CRKP15	QC_pool1	QC_pool2	QC_pool3
A0A0C4DH73;P01611	KV112_HUMAN;KVD12_HUMAN	IGKV1-12;IGKV1D-12	Immunoglobulin kappa variable 1-12	32641.7		157728.0	14552.5	194080.0	184798.0	168477.0	162848.0	245476.0	244391.0	152635.0	221105.0	477343.0	429307.0	677431.0	136130.0	167158.0	157849.0	95949.4	140389.0	228211.0	136980.0	246523.0	169061.0	433791.0	27851.2	62840.7	224124.0	33984.6	150861.0	22551.4	113234.0	499766.0	64808.6		45043.0	217984.0	100144.0	109364.0	73502.2	104677.0	139155.0	102279.0	287632.0	165347.0	239706.0	259359.0	244248.0
A0A0G2JMI3	HV692_HUMAN	IGHV1-69-2	Immunoglobulin heavy variable 1-69-2		6462.07		20685.7	908390.0		12478.0	16972.4	6636.97						1970410.0										23826.2		6340.91			20618.8															8190.89			
A0A0G2JS06	LV539_HUMAN	IGLV5-39	Immunoglobulin lambda variable 5-39		2636.73																					5971.87	470855.0	18334.9							13140.7	8564.5				5897.77					7355.78	7896.27	8389.85	12177.7	7506.82	7291.4	4837.31
A0A0J9YVY3	HV741_HUMAN	IGHV7-4-1	Immunoglobulin heavy variable 7-4-1			19680.9		10730.4		6588.9	46142.5	18975.0			8445.77	25305.2		55324.0	16906.8	19330.1	18102.6	6578.21	5166.51	9081.72	19928.8	10583.8	71835.1	128498.0	8013.54	9424.46	41573.3	10458.6	18806.8	5920.63	13310.3	15277.8	12268.9	9091.6	9128.69	46126.8	5684.55		36724.7	6185.49	19519.3	16406.7	16549.2	22959.5	14867.5	19767.7	20150.0
A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	Immunoglobulin heavy variable 3-64D	129241.0	147704.0	106333.0	166230.0	175532.0	104441.0	60489.8	103133.0	101974.0	267886.0	145083.0	103380.0	317481.0	181946.0	135087.0	176062.0	111491.0	122243.0	145104.0	107431.0	63175.2	70291.2	524853.0	109767.0	218197.0	144125.0	136958.0	210977.0	87735.5	276431.0	158299.0	300449.0	213059.0	132085.0	136063.0	128384.0	203943.0	176335.0	235896.0	240638.0	180022.0	312195.0	301532.0	340184.0	321680.0	195214.0	199289.0	192282.0
A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	Immunoglobulin heavy variable 5-10-1	13638.5	40569.0		57326.3	127434.0		5316.89									14540.6	16262.3	21560.9		3489.83		43844.9		97464.2		148217.0	157757.0		23342.3	90680.0	6277.09	17814.9		7892.4			61982.4	78961.3	58846.1		58714.2	233339.0	29469.5	161873.0	102790.0	50798.6	27843.6	53474.4
A1L4H1	SRCRL_HUMAN	SSC5D	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	5425.32	8338.56		5679.94		7023.65	11684.0	10051.2	6479.16		13667.8	7749.81			9765.82	12132.5	7617.16	6049.05	8467.4	18399.3	17906.2	15604.5	8697.87	17796.9	8581.24	11813.6	10172.5	11233.4	10413.7	11274.1	5069.85	9554.34	7211.77	11422.6	11318.6	11920.9	24304.5	12877.0	12434.4	7981.09	13699.2	13374.0	5685.85	8724.48	8686.61	6764.08	5947.43	7472.95
A2NJV5	KV229_HUMAN	IGKV2-29	Immunoglobulin kappa variable 2-29	12884.3	9185.72		7813.34	53844.7			28076.8			17555.7		96901.2			57386.6	15447.3	9787.85	15426.2	7965.99	15422.5	51025.6	29551.1	21926.8	50937.7	29502.4	12968.2	30603.1	20510.3	21898.9			7053.42				357776.0	28575.1	19685.0		16166.7	21839.9		22858.1	26880.3	29460.1	14801.4	18005.3
A8K2U0	A2ML1_HUMAN	A2ML1	Alpha-2-macroglobulin-like protein 1											5020.95			3135.75		3879.09				1945.54		1660.52																							1372.2			
B5ME19;Q99613	EIF3C_HUMAN;EIFCL_HUMAN	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C-like protein	1748.47	2685.45		5132.3	2466.47				2649.36						1911.42									2814.67	2809.82		2848.37				4892.2			14146.3			3837.31									5117.8		5172.76
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	14833.5	12336.4	4672.83	11977.1	16867.1	15684.4	5384.68	7842.36	7487.8		14333.4	5792.6						4205.31	6413.73	3654.27				8164.07	4035.75	14916.2	18303.5			10919.7	16964.9		9599.08	55896.1	10157.1	12735.6	45362.8	10396.3	14758.6	11732.7	13330.7	5822.14		8030.26		14535.4	13160.6	9597.08
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	15830.2	25158.6		33585.3		20799.4													28706.7											8379.21														16817.0	15652.3			
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	10977.2	17446.2	11113.6	12049.7	6634.49	5580.65	6385.05	7444.8	7076.35	72881.3	12628.0					4051.85				10472.2					7185.41	2179.51	4924.06		2988.97	7949.59	6951.24		3620.54	23671.4	3605.18	2629.45	4740.48	4328.34	8411.66		5827.68	7127.44	2884.77				4549.75	
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1		1418.32		3047.08	6744.02	11359.3		4366.13	2925.12										14705.5											3529.07									1418.61			4881.18		12434.9	12033.4			
O00187	MASP2_HUMAN	MASP2	Mannan-binding lectin serine protease 2	1259990.0	1284440.0	1030350.0	1281720.0	1001670.0	716262.0	1124230.0	537351.0	736156.0	903738.0	855150.0	1090490.0	888495.0	1244170.0	771983.0	603909.0	656283.0	943380.0	863560.0	1300790.0	1568010.0	827606.0	1112710.0	2001870.0	712625.0	1007440.0	1318720.0	880243.0	1072290.0	1073570.0	759706.0	1527100.0	655201.0	1456810.0	1187400.0	1103980.0	1288360.0	595756.0	1078390.0	720671.0	560136.0	1126780.0	1575570.0	978806.0	921355.0	672298.0	719268.0	634502.0
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	24550.1	24710.9	6082.34	26244.5	9136.78	38378.2		11573.1	4630.39			3949.46	8135.01	11024.2					36736.6					7887.55	6001.98	14386.0		5211.51		40734.0			4412.84	9086.06		3048.86	11367.8		10893.7	3726.99		24424.3		25594.5	21342.6	5850.18	5068.58	5695.78
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	6079.27	5768.73	4440.61	3526.19	4440.83	6718.37	4865.22	2952.51	4442.82		3814.42								5626.07							4406.22	9914.17			6647.46				6238.4			8017.09			2715.14								
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	116029.0	123167.0	17647.8	118810.0	40805.8	34777.1	8240.14	27380.2	24778.2	12811.8	7544.15	16769.0	9899.24	15391.9	15061.3	10762.1	11428.3	11637.2	21331.2	3613.56				16872.6	17012.3	34411.2	25298.2	9235.17	5693.73	36618.8	18854.5		19301.6	45351.6	7599.57	14536.4	35473.9	16624.5	21733.2	13284.6	15671.5	27012.0	5969.92	26184.8	20819.3	16556.5	12667.2	13576.4
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	176644.0	176525.0	204241.0	158094.0	224665.0	199866.0	129307.0	151290.0	177871.0	139182.0	117786.0	121192.0	241446.0	201722.0	121602.0	170322.0	118458.0	123591.0	131111.0	379546.0	244472.0	223329.0	228582.0	174628.0	398426.0	239666.0	298915.0	170691.0	185000.0	227040.0	182128.0	177190.0	207126.0	233158.0	121617.0	133302.0	206653.0	236437.0	243992.0	182155.0	262314.0	323129.0	198524.0	300752.0	298151.0	168389.0	183169.0	184023.0
O00410	IPO5_HUMAN	IPO5	Importin-5	3115.15	3585.46	1387.91	2360.81		1990.69					3037.06															1572.05	2037.54			1032.19	974.97			2954.99	1171.78		3991.2	366.777								306.086		
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	8832.67	8742.69		4835.84	7385.81	5259.23	2303.99								1480.45	1148.88			7920.87	1344.72				3788.69	3100.44	7490.65	1459.89			9899.32	2872.66			4584.51			4071.87		2372.62	964.981	1484.95	4800.56		7483.89	5095.98	3829.39	2707.71	
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	39585.5	39176.8	29562.2	42218.5	147500.0	23334.4	33463.8	26795.8	24400.8	21782.7	38089.3	37969.5	19171.9	13373.0	30092.9	19427.5	19612.8	20086.3	36980.3	24447.9	20367.9	28460.5	43536.2	18552.9	41577.6	61004.8	79495.7	40115.0	51852.7	38710.4	79702.5	25877.9	58209.6	87104.5	59840.6	62554.1	52355.3	17126.6	67423.1	57210.8	42865.1	37910.3	33059.6	49369.0	42977.3	65642.0	60664.4	64151.6
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	6428.69	7250.26	9953.79	7033.04	8302.39	9572.08	13191.1	6374.53	6712.66	5658.9	12561.9	16594.2	16465.7	7395.31	8542.31	3604.17	11930.6	10996.8	9819.59	14024.4	16338.0	11336.6	10026.4	11303.4	8074.97	7997.39	11555.9	5360.04	16028.9	9358.09	7287.35	14055.5	6808.58	9985.18	11101.0	8898.33	4995.11	5790.59	5432.44	7287.75	8000.44	6365.87	9994.0	6442.4	8369.68	7750.35	8266.23	8738.37
O00468	AGRIN_HUMAN	AGRN	Agrin	11858.0	9973.3	10476.1	12285.2	14915.7	9351.29	10564.2	8367.84	9918.14	10296.0	12179.3	10853.1	5850.03	8430.88	8600.0	10289.8	5144.98	5674.09	21576.4	13437.4	10182.6	8359.04	14099.9	10164.0	34328.0	21068.0	14834.9	9772.76	16492.5	27311.9	37756.8	12006.3	15395.1	26385.5	10916.4	10019.0	12905.2	15321.2	19192.2	13487.5	14564.4	12029.0	12373.4	14358.2	11953.3	15374.9	15195.0	14897.5
O00533	NCHL1_HUMAN	CHL1	Neural cell adhesion molecule L1-like protein	66769.2	70405.6	70724.2	68460.0	108318.0	55916.5	94830.3	59855.9	72240.4	50869.7	35745.7	91226.6	45708.8	50940.8	71956.2	88035.7	56152.2	52577.8	58666.1	61252.5	97468.0	37553.3	65390.9	70545.3	55236.4	61059.1	103264.0	47786.0	85002.1	66916.4	37891.7	75001.9	59520.3	60805.5	36806.5	46011.3	58242.8	86068.9	71848.6	56413.8	87571.9	84796.5	67446.6	70305.1	72493.6	42837.9	51356.3	54078.9
O00602	FCN1_HUMAN	FCN1	Ficolin-1	5872.66	6989.43	7010.23	6037.78	9781.42	6448.2	3070.12	8451.99			3667.47					9861.76		5334.34	2060.27			5500.61		4464.12	6632.84	15143.5	8617.24		2399.11	3431.43	12367.4			2909.69			5639.98	6701.15		5237.66	9023.72	5501.32	1600.8	3057.11	2370.18		1880.54	1731.58
O00748	EST2_HUMAN	CES2	Cocaine esterase	3952.86			4098.27		4983.25	6366.05				8902.49	3308.45	7615.91		7524.43			7448.21	6497.3	9265.16	11260.7		5888.52	9462.95	5927.03	4616.21	7039.63	5927.28	6302.28	4600.38	2682.0	7061.21	4426.41	6740.59	7194.8	6089.47	4011.6		5493.14	4690.89			7033.22	7100.52	5377.29	4166.56	4112.06	5391.63
O14498	ISLR_HUMAN	ISLR	Immunoglobulin superfamily containing leucine-rich repeat protein	46558.7	52370.8	32602.6	53391.4	101367.0	44688.4	24843.8	27595.2	31307.6	8742.12	18505.4	19229.7	51106.7	23523.8	25293.6	30229.5	18438.4	21715.4	19920.6	61667.4	60309.3	22923.6	58368.1	61786.8	24432.7	46461.7	59216.5	18460.5	47168.6	58240.3	24510.6	43636.5	26629.6	41341.9	29667.0	26776.9	42569.6	55598.8	40275.8	43293.9	41864.9	46164.2	34698.7	61565.0	46303.0	30629.3	37049.3	35829.1
O14594	NCAN_HUMAN	NCAN	Neurocan core protein	2636.67	2935.04	4155.23			1723.1			2092.41			1910.68		1442.59	1534.4			871.057	915.806				2356.46				2878.12			2943.08	3263.43				3063.48	4611.12		2779.92			3405.53	2685.62		1295.94	1483.58	1674.16		1899.31
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10				5989.22	11868.0	7268.57		3811.48	7205.91						7302.26		7519.43		9476.08	9860.75		10512.8	14469.3	4074.57		6886.55	8023.88		12494.9	13179.5	13719.0	10769.5	11871.9	15419.2	9587.6	9322.53	10674.7	15350.7	7132.28	14887.5	15038.4	5806.61	6843.68	9999.77		10347.6	9909.81	9345.86
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	10487.5	12253.9	22695.3	9164.64	17021.8	29256.3	20986.0	16764.4	19568.6	12510.4	18766.3	7334.2		17016.3		5869.47		8652.23	18105.2	14134.7	13849.5	14924.1		11490.5	6723.04	23284.1	20011.1	10402.7	11411.7	23024.9	18798.0	17814.2	7983.85	8683.11	20899.0	14161.0	4851.17	11487.0	21000.6	8610.28	13187.9	16785.1	13988.7	16246.0	15681.5	12953.8	14373.8	9814.25
O14786	NRP1_HUMAN	NRP1	Neuropilin-1	121375.0	127468.0	107500.0	125669.0	241847.0	107416.0	170845.0	103176.0	109902.0	103610.0	121407.0	172021.0	115124.0	149832.0	94869.1	108361.0	80756.6	76864.3	131606.0	185869.0	142076.0	141514.0	134788.0	203253.0	208400.0	160838.0	205438.0	103289.0	125025.0	162902.0	144361.0	148770.0	85433.8	219337.0	122211.0	128340.0	144297.0	154409.0	185705.0	79344.0	156034.0	155568.0	131552.0	177516.0	173380.0	138288.0	136334.0	141560.0
O14791	APOL1_HUMAN	APOL1	Apolipoprotein L1	1437710.0	1396740.0	1464900.0	1403360.0	881120.0	1913860.0	1690690.0	1533240.0	1228700.0	1117800.0	1259690.0	1180820.0	1085840.0	837695.0	1001660.0	1529730.0	1360590.0	1837530.0	1139750.0	1983100.0	1038070.0	897560.0	1125860.0	1325190.0	1091390.0	1016770.0	1723120.0	1228890.0	1677730.0	597075.0	1765980.0	1492370.0	1283230.0	705808.0	1828080.0	1853350.0	1468050.0	1526350.0	1055600.0	1022060.0	1347620.0	1308960.0	1986510.0	1012660.0	996177.0	1104950.0	1091940.0	1066720.0
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	78550.4	79308.3	52307.8	76781.9	101617.0	48899.8	114919.0	44707.8	44573.5	55425.5	74393.2	102650.0	68473.0	85725.8	51780.9	63379.4	61406.0	71639.1	137061.0	345529.0	31814.5	210713.0	185252.0	69167.1	101819.0	212455.0	325656.0	91288.6	127438.0	219083.0	483231.0	74757.4	89253.3	205550.0	99472.1	90520.3	173444.0	144059.0	231708.0	292264.0	158431.0	45439.5	66000.0	51713.9	50261.6	121914.0	129070.0	124529.0
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	48841.9	53943.6	20060.6	47731.7	25541.9	46761.2	17085.7	23549.1	13673.1	20319.7	20623.0	24103.1	12656.0	14470.6	29864.1	14027.6	13589.8	8912.06	122984.0	12620.6		11005.6	6665.12	21647.0	36338.9	51594.0	39124.3	10485.4	14399.4	114575.0	72729.6	5011.43	25290.9	181732.0	20030.2	19822.8	47562.3	15435.7	73399.4	47859.9	18896.4	91684.2	6208.4	59231.9	68352.4	51575.8	49548.9	52405.4
O14960	LECT2_HUMAN	LECT2	Leukocyte cell-derived chemotaxin-2	34625.3	33655.7	29094.2	43524.4	31975.5	12675.0	15497.8	9512.94	8004.73	6831.62	31795.7	11772.7	47933.8	11122.3	11827.3	6127.89	12897.5	12431.6	8571.51		33509.9	16587.7	11187.0	3167.44	10133.3	15944.6			15622.2	10777.8	3838.89	4267.99		11282.0	11917.6	4301.88	2653.75	10725.4	7518.52	12683.5	7606.29	24638.6	10986.2	7641.44	10186.9	6483.62	9123.08	5814.42
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	2796.0	2595.66	1933.08	1629.08	1654.27	1369.84									2960.74									2159.45	1938.94	1853.62				3153.04	4805.09		2371.76	29775.6			7930.62	2594.81	8352.32	1629.99	2018.13			1383.72		3906.97	4044.99	4221.56
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	10828.9	10583.3	7127.72	11436.5	7851.83	10559.1	15652.5	11416.8	7423.1	14031.5	13739.8	16441.0	37073.3	39644.3	11372.4	8975.34	19364.6	12207.5	11101.0	12488.7	27432.4	17916.4	17727.7	11262.5	23124.5	12775.6	18258.2	14010.7	14755.1	14967.3	13158.9	11972.9	9578.33	9561.18	9888.94	7463.84	8954.07	13489.3	5661.82	10397.5	11499.6	14238.8	9222.54	10655.3	13326.9	14409.6	11345.1	11805.3
O15117	FYB1_HUMAN	FYB1	FYN-binding protein 1				2645.17																																						4395.87						
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	16082.1	15854.1	11080.9	16922.6	17190.1	20241.4	13717.9	22694.8	13737.3	17659.6	14616.9	11066.1	17102.4	23365.2	22222.1	8317.23		10281.9	24842.7	13665.9		8738.54	14968.1	28259.7	16121.9	12047.3	19180.2	2197.32		26846.5	35552.4		5010.83	46825.4	6664.51	8478.18	11535.5	9688.24	17833.8	10374.0	12291.8	15663.2		20443.8	14991.4	18175.6	16784.3	14139.7
O15204	ADEC1_HUMAN	ADAMDEC1	ADAM DEC1		16131.7		12152.4	17851.6	8537.97			7448.1										5799.94	7864.2				6217.77		23049.7	12353.7		16412.2	13124.6	12816.2		19456.8	18794.2	18261.8	15294.0	8283.46	8817.0		16463.9	12183.4	15912.1	7801.32	14593.2	11229.1	6335.53		8885.57
O15240	VGF_HUMAN	VGF	Neurosecretory protein VGF			6219.73		16728.0		7440.47																			6564.12	3044.72		3479.5		4845.87			5546.25	4371.71	7846.53	23940.3	30952.6	3478.03		29351.8	4277.92		3976.75	3583.41	3381.95	4050.58	4846.74
O15335	CHAD_HUMAN	CHAD	Chondroadherin	5696.52	3007.34	5312.17	5131.19	6587.2	7543.55	4959.06		5650.22									8253.71						3866.45	3838.49	6560.64			5880.76	4073.33	4013.38	4262.74	4564.75		4006.57	4590.93		6632.33	4293.94	6526.35	7683.47	7777.23	5967.5	6697.3	4790.34			
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3																														3710.44	2315.49			18062.4														
O15394	NCAM2_HUMAN	NCAM2	Neural cell adhesion molecule 2	7963.78	8477.63	12613.7	7091.98	12204.3	9237.74	11444.4	13465.2	14637.5	10174.5	5707.76	10339.1	13056.4	7201.44	10098.3	11606.0	14138.3	10524.2	6959.15	10923.4	20098.2	9138.96	7987.51	8136.74	9234.26	4110.24	6547.79	7926.47	9504.37	7460.64	6781.44	7659.66	5318.96	8610.86	7579.38	5886.08	9371.91	13508.9	7751.19	6895.18	16633.4	10323.7	8811.21	11250.4	11771.3	7674.87	7800.3	10035.1
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	23641.4	20814.3	9748.8	23814.8	7077.81	11970.6	5661.64	4434.59	6555.41			4446.99				2261.15	2169.44		12944.6	9543.48			5487.16	10694.3	6475.76	20205.8	21493.1		4522.04	32214.7	8586.57		7322.42	62190.6	6090.72	6600.9	16226.8	13338.2	13003.6	13262.7	13619.1	18668.8	2866.1	17008.5	10743.9	9304.04	11242.6	7962.89
O43157	PLXB1_HUMAN	PLXNB1	Plexin-B1	25044.2	29659.3	26196.4	22425.3	31752.9	18702.9	16586.2	12824.4	16113.7	17802.3	20965.8	16827.2	37655.7	28978.8	17718.6	18577.9	19099.9	15790.1	16479.7	37342.3	23885.6	20919.3	27538.4	16516.0	31249.0	33978.9	44746.3	19005.9	22804.1	29548.2	22399.8	27453.5	28428.3	28082.6	25222.9	24374.1	15910.7	14099.6	23729.8	22348.3	13640.3	20334.2	26027.1	17646.6	19549.0	14903.1	20216.9	19147.2
O43451	MGA_HUMAN	MGAM	Maltase-glucoamylase						1430.44		917.679	942.648	807.099		733.695	6647.79									2478.77			2436.8	1327.57		1092.7	1792.97																			
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	4353.24	4630.06		5225.42	8285.04	3290.84	2609.31												5682.52			10487.8	9738.31	4596.85	4957.87	7916.86	14897.2		7576.27	8787.4	14480.5			62509.6	5823.76	6043.78	6165.35	8477.61	6794.35		8484.84			3875.76	4390.3	9212.0	11276.1	11171.8
O43505	B4GA1_HUMAN	B4GAT1	Beta-1,4-glucuronyltransferase 1	40230.0	38074.5	35618.5	38212.7	61287.3	46793.4	24813.2	30306.4	54898.3	31871.0	32893.6	34170.0	45208.4	26814.3	44986.3	50494.8	49412.8	45627.6	21486.9	46164.2	27953.3	25966.2	59977.1	52430.4	24176.4	50296.9	51862.5	23958.4	40679.8	39678.8	43123.5	35970.1	32520.3	19373.1	41149.4	38401.0	16102.5	27942.6	19392.8	30235.4	29791.6	29872.0	35683.1	34153.1	32857.0	37151.1	34217.9	31878.7
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2		13477.1							1516.5										7765.81																									13176.2				
O43681	GET3_HUMAN	GET3	ATPase GET3	8480.82	8705.78		9185.73	3220.58	5991.85	2477.97	4124.4				4783.76		2257.41		2471.01	4438.02									6370.66	6185.5		2085.3	2970.15	2284.58	4820.24	3742.9	7944.88			13560.5			1520.47		1977.16	4293.57	1367.72		3163.86		4168.29
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	10780.5	12247.1	6964.1	8874.18	4813.98	7600.58	5135.17	6322.19	5499.28	6223.34	5355.7		3428.33	3011.53	3314.71	2654.99	2493.45		7436.25					3880.95	4487.96	4751.16	3917.44	2136.38		7959.16	7206.31			12775.9			7608.38	1689.08	5538.89	3600.32	2024.23	4459.16		5369.86	5116.68		3627.86	2892.0
O43852	CALU_HUMAN	CALU	Calumenin	150688.0	146324.0	223730.0	157521.0	90199.7	192814.0	173463.0	244619.0	219831.0	236539.0	168512.0	221793.0	116089.0	174465.0	193182.0	165245.0	109370.0	109345.0	206684.0	7047.55	3741.18	129534.0	5671.14	22477.5	54123.6	132734.0	38931.6	339026.0	54786.9	116544.0	223260.0	12388.1	75136.3	21719.8	130512.0	158637.0	62482.0	79955.1	258725.0	107208.0	74612.6	101237.0	12479.6	118854.0	112300.0	116577.0	112054.0	117463.0
O43866	CD5L_HUMAN	CD5L	CD5 antigen-like	1976780.0	2335230.0	2991300.0	2394040.0	2947390.0	3992150.0	2809040.0	4384520.0	2945920.0	1708500.0	2172300.0	2764980.0	3593770.0	1795180.0	1714610.0	2167780.0	2465590.0	2587080.0	1160850.0	722962.0	916346.0	822404.0	1570770.0	1959380.0	4313210.0	3291570.0	2024350.0	2154650.0	1021660.0	1946660.0	1351760.0	2512520.0	3440990.0	2701470.0	2517210.0	2626280.0	3766260.0	3664680.0	4154780.0	1201980.0	3080270.0	2331880.0	2506440.0	2058460.0	1956360.0	2166000.0	2094060.0	2231770.0
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10								1664.74	2083.14					3589.82																												2648.39		4300.16	3492.05			
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	5499.24	7841.98		5304.56		8173.79																			3858.36					8642.49				14746.9			5077.34		4675.23			9513.28						
O60240	PLIN1_HUMAN	PLIN1	Perilipin-1	34066.0	29055.5	7608.24	30831.2	52807.9	11033.2	7077.99	14086.4	7962.36	10963.9	16987.4	16536.7	11469.7	24423.5	8972.77		18037.9	14159.0	11867.3	20441.8	14938.1		9607.83			4360.66	8994.39		5979.65		8825.28		8414.82	18970.9	17941.9	19562.9	15486.7		1941.18	5018.68	2524.96		2329.26			5728.16	8329.02	7269.8
O60279	SUSD5_HUMAN	SUSD5	Sushi domain-containing protein 5	30532.4	30653.5	31961.0	30665.3	110776.0	9913.13	25229.3	20871.0	23123.2	29391.5	18937.9	30411.8	60357.3	31163.8	34354.3	47915.7	18578.5	16075.3	16655.6	33992.7	53163.8	47565.6	49402.8	20214.1	21945.9	39931.1	59384.8	26077.7	42985.3	53403.7	64959.5	28161.8	42038.7	73773.2	40189.3	41800.8	89784.0	109039.0	73409.3	21460.2	99653.9	49049.9	40430.9	39970.2	39223.0	36448.1	41687.3	36575.5
O60462	NRP2_HUMAN	NRP2	Neuropilin-2	40657.1	39029.9	38476.3	44354.9	48495.0	39765.2	34868.4	21992.5	40159.4	33374.2	34549.6	45918.5	24289.8	47402.5	44795.8	48398.1	39063.5	40959.1	42853.0	59213.9	42666.7	81846.4	53570.3	54959.9	78278.8	77150.5	123285.0	35573.4	46228.7	50702.9	58949.1	64858.4	44778.7	67330.3	31406.4	31081.3	50434.8	51826.4	67950.4	35215.5	56864.8	50857.3	64440.1	57186.3	57793.9	46946.2	50340.7	46815.8
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3								1696.35							4615.66								4257.86							3587.88	2924.72													4978.98	5129.14			
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	6304.63	5912.79	3739.18	5806.72	15494.2						6414.09								6377.59	6038.81	6838.71		6651.86	3327.73	5233.67	4797.54	10511.1		9613.34	10968.9	8218.13	4723.63	6534.14	58805.5		5858.05	13972.3	24388.0	11336.8	11991.7	19419.2	5045.49		5873.68	4741.39	12114.7	10035.4	10273.7
O60667	FCMR_HUMAN	FCMR	Immunoglobulin mu Fc receptor	6875.14	9107.67	3763.99	5101.26	3578.12	6385.51	3361.29		5481.05			3182.21						3004.42	5234.61						7461.97	9986.24	12043.1		3388.75	7152.77	5243.51		4551.89	12982.5	4864.48	5098.47	6185.0	8143.02	9275.28	7848.07	8180.54	11205.5		5108.65	3954.27	4496.46	6015.39	4887.9
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase						964.891											1239.08												952.411																	632.421		
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	8240.96	9500.13	3226.52	9492.93	3860.57	5115.69	1947.24		1580.49							2842.73	1096.91		5428.43	2414.31			735.265	3946.08	3430.44	3647.34	3471.88		1633.46	7500.22	7807.01			19782.4			10806.1		5727.52	5629.24	2404.16	4314.66		4889.39	5310.74	5068.7	4265.37	4620.1
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN	H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	Histone H2B type 1-K	73199.8	81294.0	23176.0	84471.8	45226.3	38130.8	24019.8	19349.8	25987.1	101787.0	25755.9	5230.63	40710.3	26751.6	14777.7	18434.2	8776.44	4229.65	114076.0	58972.2	4397.21	7121.04	7229.25	49495.9	31875.9	55849.5	48232.9		35286.4	81770.7	315512.0	8474.0	16876.9	731625.0	39417.4	37877.5	45468.5	60733.1	188833.0	78252.2	51239.4	33770.8	17757.9	30688.4	27453.0	37681.4	85020.1	67181.8
