protein_group	protein_names	genes	description	Con1	Con2	Con3	Con4	Con5	Con6	Con7	Con8	Con9	Con10	Con11	Con12	Con13	Con14	Con15	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	CRKP1	CRKP2	CRKP3	CRKP4	CRKP5	CRKP6	CRKP7	CRKP8	CRKP9	CRKP10	CRKP11	CRKP12	CRKP13	CRKP14	CRKP15	QC_pool1	QC_pool2	QC_pool3
Q16394	EXT1_HUMAN	EXT1	Exostosin-1	28612.5	30140.7	39813.5	32464.3	43058.3	35452.2	14618.7	18289.2	43323.2	14686.4	11095.6	16863.3	27724.9	19828.9	29835.6	18888.1	19416.6	22371.3	12985.5	76682.4	29409.7	17692.4	43642.4	27337.3	26156.1	40488.7	46829.0	10994.4	30269.8	36487.2	36352.9	44411.7	29295.9	31313.6	23901.9	23955.9	44311.6	33363.9	43788.6	39596.7	34781.3	35997.6	44061.9	35380.2	36673.3	27384.7	30129.0	26968.6
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	2703.5	4528.32		4829.83																						2411.0	3465.17			2205.34	3717.64			10718.6					5520.72	1260.24	4827.73					510.148		
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	94855.9	98068.2	185192.0	100704.0	122034.0	149263.0	83456.2	116257.0	147547.0	95364.4	97019.8	80075.8	153976.0	106479.0	60396.0	153802.0	48606.7	41885.3	79011.8	46881.2	183803.0	83691.2	100077.0	100008.0	51212.8	98504.2	160678.0	122910.0	76719.0	102929.0	104125.0	204861.0	137139.0	106171.0	85171.6	87475.5	85503.1	182544.0	108554.0	98333.4	145337.0	117982.0	142193.0	114507.0	97248.3	89247.5	106026.0	98223.9
Q16643	DREB_HUMAN	DBN1	Drebrin	8041.7	14157.7		2742.93	2355.71	5483.56		1893.02				1102.44	2264.52		1412.71				4251.03							1017.82		797.183		6872.41	891.078						3310.28					3667.26		4252.45	3489.03		1633.34	960.235
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	58059.8	56416.9	46432.2	57809.2	62425.4	64822.6	39440.9	49320.5	43455.6	42907.9	55688.4	37226.0	56941.8	42122.6	44796.6	55096.5	55735.5	60037.3	47593.0	87739.9	56864.4	43256.6	67246.2	61602.3	36226.9	83127.5	76418.3	37100.5	46311.8	53904.8	52136.9	82795.8	63841.7	46213.6	54316.4	54548.2	40308.2	51245.4	54260.9	67476.4	48724.4	58433.8	76882.4	57514.9	61569.5	45923.7	45905.3	48158.4
Q16769	QPCT_HUMAN	QPCT	Glutaminyl-peptide cyclotransferase	23873.9	26518.7	15941.7	21147.4	33276.9	29383.7	19177.0	14867.8	20653.2	31787.4	17192.6	15562.7	12130.4	20054.7	12645.9	22544.3	21785.0	19071.7	20735.4	23222.8	14202.2	10039.9	22234.5	16707.9	59034.0	54779.5	26988.1	20963.9	23244.4	27936.2	42032.3	23986.2	12907.6	16493.6	22581.2	22755.3	22588.2	22809.8	23955.4	25682.2	25749.6	26815.4	24515.7	22966.1	28060.7	17876.6	16795.4	19229.3
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	2148.7	2962.94	3196.2				6246.0		3230.53			7152.31	6152.22	7031.29	4774.62		9979.36	10086.9	5059.98	33876.5		10038.2			6321.21	9469.74	5007.95	4748.79	4469.35	10056.7	3604.31			10892.2	5924.77	6248.96				8912.78		11478.6		14459.3	12157.5	4141.37	5281.1	6203.23
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	4766.77	7093.43	5914.5	7732.5	4281.07	3781.51	6789.97	6364.92	4097.8			5793.34				2038.13	6034.75	6259.81	7455.15	36181.1		10785.9	5812.9	3507.04	4780.9	16890.3	34559.4	2395.78	9279.82	11721.1	18230.3			8747.91	5303.42	6908.85	5970.44	6676.52	9862.34	40891.7	5152.15	2883.62	2244.81	4596.56	2362.53	5439.04	5887.04	6896.14
Q16853	AOC3_HUMAN	AOC3	Amine oxidase [copper-containing] 3	7805.42	8920.42	8847.94	9978.56	23330.9	8019.9	12273.8	17369.2	13708.2	18013.6	15447.5	17533.7	29291.5	25325.8	6782.92	4829.76	8073.1	5648.67	7911.69	17962.3	37147.6	28288.9	19877.4	20278.4	16364.8	12978.2	8469.14	9539.28	15134.2	6613.56	7727.25	15397.1	18978.1	22011.1	9102.44	7191.8	9253.84	11113.0	5097.77	6633.29	8912.9	10820.3	12750.5	13566.7	12542.3	15677.2	15505.4	13542.3
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2		4012.15					3456.31																2240.08	5234.11	4077.56		4795.02			4538.08	7371.77			19327.4	2552.02		5388.56		4560.96					3706.81		3980.7	4506.04	4283.32
Q2M3T9	HYAL4_HUMAN	HYAL4	Hyaluronidase-4					7126.46																																											
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1				5978.66						8703.32									10815.4						6065.06	5242.17	6520.99		6205.31	8325.98	6232.6			23770.8			10500.2		12987.0	6118.65		3058.01						
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	4218.05	5013.72		4609.79		4652.15	11505.9			5250.59	3826.23	6841.25	6818.15	5776.75	7443.65	5268.95	10997.2	14821.9	7016.81	24271.4			4066.95		5663.34	5352.45	5339.49		3197.85	5157.14	6620.99	2965.82		5450.3	5459.18	5308.7			3936.31	6728.12	3061.96	8775.08	3452.73	10160.3	8779.46	6329.77	5508.5	5115.45
Q3SY84	K2C71_HUMAN	KRT71	Keratin, type II cytoskeletal 71	35692.3	16785.8		9644.89	27574.1	13596.1	21092.3	41425.8	66783.2	53650.7	88732.8	12284.4	74553.2	88611.0	27354.2	85621.5	48344.8	19612.8	49645.1	27337.5	36004.5	17144.9		19856.8	73510.6	17208.2	21269.3	21948.3		27879.8	37648.7		9607.87	7807.44		12410.5	30476.2		42417.7	28376.5	33321.4		71203.3	90701.7	112433.0	70787.4	84152.3	89689.6
Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein	74390.9	77942.3	8357.67	80728.1	19394.4	72123.7	4197.87	24572.8	9569.25				12402.1	12681.8			3886.91		42725.1					11583.9	7198.55	15876.6		10529.7		65861.2	5484.11		6526.13	6677.46			40083.7		15239.8	5155.44	7708.45	49688.0		49772.3	51722.8	11065.6	12961.5	11423.2
Q4G0M1	ERFE_HUMAN	ERFE	Erythroferrone	1723.53																													3453.54				5821.88		2034.33		7064.37	3393.38	4015.64	5158.04							
Q4LDE5	SVEP1_HUMAN	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	12255.8	11366.2	7837.6	13594.7	44205.5	9118.83	8972.18	9011.15	9550.37		6926.2	7934.23	12545.9	15539.6	8834.01	7666.67	8820.99	8481.92	12356.5	44232.9	15521.0	23552.0	37507.6	14814.7	14834.1	27137.5	54075.9	10880.9	29157.2	51732.6	13025.3	32963.4	41681.2	30355.5	12708.8	14466.5	40180.2	46971.9	28334.7	32532.2	39066.8	29750.3	25510.6	27676.9	29250.1	18316.8	18861.8	21466.2
Q53H76	PLA1A_HUMAN	PLA1A	Phospholipase A1 member A	5738.09	4843.44	5206.29	3856.24	3694.44	4984.4	9476.35		5979.54	6964.95	4969.43	10547.4	5683.57	7459.78		1690.24	5228.75		4542.73	4772.92	16158.8		10405.0	8917.72	5340.11	5376.0	10835.0	4453.09	7232.69	5461.26	16810.6	8995.96		4931.21	7259.84	8267.29	7438.17	4243.02	4632.57	4859.67	5471.46	5350.08	10956.4	1499.51	4124.54	3694.54	4335.08	4461.56
Q53RD9	FBLN7_HUMAN	FBLN7	Fibulin-7	4161.33	3634.6	3426.69	3422.69	7882.13	3774.05	4532.18	3658.48	3416.05			4093.09			5885.91	3683.72	1823.67	2644.41	3022.26	3052.48	5741.71	3113.67	5137.77	3108.36	3344.45		3841.28			2913.3		4217.2	2704.24				2978.96				3163.52	4468.41	2767.59	3022.85	4157.46	2154.67	2950.43	2728.11
Q53RT3	APRV1_HUMAN	ASPRV1	Retroviral-like aspartic protease 1	6071.79	3434.06	12683.3	6923.05			4302.65	4475.39		7721.8	8058.29			3193.29		10242.2	7910.03	6105.9	7061.98	12991.5	2027.16			6888.58	6594.64		2112.92			7094.04					1416.42		5472.31			8154.18	5972.53	5229.9	7638.62	18121.0	6257.81	6687.57	7800.35	8287.48
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	1334470.0	1490410.0	652624.0	1325900.0	971347.0	893343.0	538079.0	748752.0	663335.0	489979.0	507617.0	486327.0	204194.0	624729.0	421545.0	254815.0	240630.0	345224.0	1238210.0	592587.0	135551.0	241369.0	490464.0	615759.0	423141.0	966408.0	1222380.0	377894.0	474428.0	1297050.0	764431.0	275031.0	701387.0	1789350.0	481303.0	521547.0	771250.0	566793.0	746648.0	717648.0	575987.0	843626.0	245310.0	769581.0	765739.0	609857.0	563291.0	571975.0
Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	130668.0	66496.3	161545.0	63836.4	70570.4	38174.1	47379.5	104105.0	130778.0	63421.5	36504.2	17668.3	122345.0	109851.0	53910.9	145977.0	86390.6	67854.6	120472.0	43500.8	39981.2	62950.0	38129.3	76213.6	130001.0	40258.5	33244.6	71132.0	19514.8	114079.0	90691.3	48907.1	68869.7	25158.7	36620.5	42629.9	138590.0	53818.9	78618.1	103079.0	113345.0	67858.2	238118.0	149082.0	121375.0	105083.0	108265.0	92971.7
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	93292.1	100190.0	68772.7	99122.2	109656.0	44550.1	80649.7	32055.2	50962.6	55929.3	151571.0	109471.0	24295.2	60240.2	188728.0	52407.6	44661.7	58731.2	300713.0	62614.6	87773.8	84370.5	166157.0	59421.6	138412.0	265334.0	210375.0	135183.0	201179.0	99724.4	607002.0	73921.9	232280.0	266443.0	283642.0	304116.0	64398.6	112181.0	59786.5	232521.0	108635.0	94345.4	80540.5	120772.0	109283.0	177430.0	169472.0	176989.0
Q5SQ64	LY66F_HUMAN	LY6G6F	Lymphocyte antigen 6 complex locus protein G6f	7636.95	6501.39			3893.55	5643.42																								5304.35												3410.32			5486.67			
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	5557.68	6865.52	1980.62	6963.54				3271.8		10141.7									3589.48											4726.88	11367.5			33855.5					13578.1								5444.88	5940.9
Q5SZK8	FREM2_HUMAN	FREM2	FRAS1-related extracellular matrix protein 2	2753.61	2170.0	5069.98	3147.28		3065.74	732.2		5237.16	1699.11						1213.22	2011.77	1642.75	2035.95	717.588				485.263	1867.47	464.8	1497.26					560.91		660.504	772.951			611.598		713.375		527.706		399.44				
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	8851.15					5642.15	9829.75					9932.1		21486.3					13673.2	19346.7				10750.5		7972.87				8741.15	20383.0			27925.4		6682.72	14039.4		11910.7	7774.94						13310.5	10834.6	9909.29
Q5T5C0	STXB5_HUMAN	STXBP5	Syntaxin-binding protein 5										6577040.0					8819330.0										4220570.0																							
Q5VTT5	MYOM3_HUMAN	MYOM3	Myomesin-3					5215.84															6021.43						3242.21					6177.77		6458.89		10962.8	11897.6				18019.9							3287.81	5801.29
Q68BL8	OLM2B_HUMAN	OLFML2B	Olfactomedin-like protein 2B		1106.3																	3516.96		12800.9					3237.98	4532.77		5292.05	2274.34	16381.9			11075.3	3753.66											2531.52	2413.88	
Q6E0U4	DMKN_HUMAN	DMKN	Dermokine	9286.98	7914.89	8006.95	7274.89	32415.8	6323.72	13429.9	7854.7	10249.7	9931.28	16403.9	13143.2		4307.37	16354.8	10557.7	7588.22	15840.2	12174.6	21716.5	9884.31		7285.43	7487.84	12989.7	11417.1	10400.7	8627.45	8847.54	8965.26	7997.91	8023.1	10061.4	30984.8	7406.56	6424.66	6991.96	7440.87	12271.4	12740.5	7444.61	6026.7	6704.64	5367.56	10301.0	11557.9	10943.6	11967.3
Q6EMK4	VASN_HUMAN	VASN	Vasorin	86816.6	91626.5	92883.8	94628.3	200559.0	94313.9	93378.0	83688.3	96168.9	83100.0	80932.2	111062.0	150903.0	73441.3	116154.0	89538.5	74762.6	70113.9	50740.0	150149.0	165393.0	158318.0	125669.0	117852.0	137899.0	114148.0	165212.0	87446.4	114564.0	134916.0	60586.3	114249.0	128426.0	156551.0	90697.0	88680.7	130394.0	134046.0	109872.0	91952.3	130176.0	119330.0	93158.2	117494.0	123626.0	98865.3	83616.3	92330.5
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	11578.8			14300.3	8997.8	10768.5												2194.75	17012.8				4337.3			6422.1	5675.38			16897.4				11679.2			7748.9	6575.5	7950.1			9393.08		10720.0	12215.6			
Q6ISS4;Q6GTX8	LAIR1_HUMAN;LAIR2_HUMAN	LAIR1;LAIR2	Leukocyte-associated immunoglobulin-like receptor 1																															94451.4																	
Q6JBY9	CPZIP_HUMAN	RCSD1	CapZ-interacting protein	1864.82		1146.67	1610.2						1535.73	1900.27					483.644			1265.33					566.959	3635.56		1732.05		1016.2	2534.06	1897.52			11129.3			2389.06	1468.95	4853.72	2115.35	2350.87	1981.04		1844.95	2388.33	2379.84	2040.83	2232.71
Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	5751.43	2056.52	7836.03	2222.54	2141.46		2081.05	5208.03	5226.48	4946.62	9746.51	1831.31	5223.13	7537.75	2164.5	7708.08	3162.93	3324.27	4528.59	4010.29	4897.14	3548.89	1640.01	3793.11	4832.31	2514.71		4162.74	2660.66	4447.68	5983.25	2269.75	4411.63	2129.06	3259.38	2186.13	7478.85	3541.08	5831.8	5035.13	5063.74	4653.85	8624.85	4647.33	4669.86	4056.0	3760.45	4231.35
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	4006.65	4004.87	4346.7	3470.91	8685.3	5371.09	4799.7	2228.09	5507.45	13187.1	13336.3	5498.85	14217.5	7689.12	7720.31		13112.2	14043.4		9918.85		7406.61	5920.53	9105.28	21549.6	16121.7	16795.7	16950.7	5861.51	5193.06	13669.3	6480.58	8368.23	14053.4	3054.22	4848.74	7786.6	9633.44	4039.12	3837.88	10240.5	11200.3	4520.09	11931.3	12091.5	6986.88	7555.95	5900.54
Q6P4E1	GOLM2_HUMAN	GOLM2	Protein GOLM2	4464.2	4155.5		4027.29	14219.6	10412.4	14825.7	5174.78	7458.78	12221.1	24618.6	22771.1	7191.57	7642.79	10121.2	4340.04	6388.51	5969.28	27692.9	5901.51	9536.3	28623.4	21374.9	8140.37	22179.4	14078.9	18168.2	8869.27	18870.3	9768.89	11631.7	11640.8	15089.1	7411.26	7652.9	5358.64	10767.2	9001.82	13876.8	16309.7	6308.71	5093.98	9643.26	10666.5	12995.3	9123.9	9736.15	11591.9
Q6P988	NOTUM_HUMAN	NOTUM	Palmitoleoyl-protein carboxylesterase NOTUM	1830.77	2027.41		2608.08																				963.965		2655.25	985.276					1817.02													848.45			
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1				1574.17	2606.16														2151.59		4895.56		4561.03	1176.3					3722.03		2569.01		2562.01					1387.85		2015.3				1764.88	1559.78	2252.96		2615.38
Q6Q788	APOA5_HUMAN	APOA5	Apolipoprotein A-V	33170.1	36734.6	34702.5	32973.2	12168.5	36463.2	129790.0	27306.9	33569.0	18248.6	125387.0	113796.0	33562.8	21664.1	23949.4	18016.7	77224.0	83723.7	63063.4	43652.9	54149.7	35463.8	85826.1	45649.0	19018.7	39793.4	44940.5	28436.8	38843.8	11207.8	40665.3	89092.7	19120.3	23567.6	23306.4	26613.7	127666.0	35593.0	39106.5	12321.4	36532.2	14248.7	89279.0	17234.2	15000.8	34319.9	33478.6	35765.0
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	43739.7	47056.4	20637.1	41859.7	88682.9	20441.9	28709.4	18496.4	19348.0		17220.2	24802.7	19996.1	29418.6	23390.7	18502.8	12724.4	17972.3	30876.5	64004.5	55752.5		88465.1	42041.8	25163.9	78663.8	113890.0	21079.9	50642.2	48024.6	64219.7	31711.9	22767.8	81142.4	26535.3	28796.7	25232.9	32704.0	26273.2	54652.3	33679.1	29323.1	28792.8	35034.0	28241.7	32508.3	32587.6	27301.4
Q6UWP8	SBSN_HUMAN	SBSN	Suprabasin										10319.6				12550.5	6241.11	7693.41	7795.61	5999.34	5404.19					3345.45									7656.64							16755.4	5461.83		6582.11	3634.05	16218.9	11253.6	13270.7	13716.7
Q6UWV6	ENPP7_HUMAN	ENPP7	Ectonucleotide pyrophosphatase/phosphodiesterase family member 7		1420.83	807.076			1608.26			1149.68				1215.51		1149.33	740.066		1161.85	747.874	1207.16		1521.31			1284.76		963.759	889.846	830.479	6916.69					2507.6	1844.55						5259.77		3262.28	3117.79	1644.88		551.345
Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4	2330.05			1280.41					2081.07	9003.45				9438.33					9967.95						86194.7	3261.96	7314.44		2459.78	7130.75	26356.0			29863.0	3418.34	2004.73	5601.89		4469.67	5069.67		4274.29		3678.27	4600.98	6481.89	5671.89	5122.94
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	112670.0	115437.0	116200.0	111353.0	289633.0	94065.9	149234.0	77208.7	97306.3	105441.0	80405.0	128430.0	127653.0	121290.0	107029.0	83095.5	69728.5	62179.4	60157.4	171928.0	222867.0	140128.0	126721.0	121886.0	115027.0	278684.0	248416.0	80930.9	139918.0	247315.0	85993.6	105750.0	155164.0	190344.0	92439.8	92549.9	199661.0	135627.0	240607.0	107247.0	141960.0	178417.0	107480.0	176914.0	159028.0	100860.0	113080.0	102051.0
Q6UXB8	PI16_HUMAN	PI16	Peptidase inhibitor 16	36273.1	34096.3	17123.8	39737.1	87961.2	28089.0	19204.9	24683.7	17449.2	32222.5	16554.3	15004.6	84682.1	19726.9	20039.2	36569.3	10599.4	13230.1	8092.41	7775.52	92270.9	12034.6	30938.9	17794.6	7091.16	8540.97	25932.3	13113.6	15695.1	16961.5	9419.71	21027.7	17831.9	26332.0	21320.7	18569.2	24384.2	21153.3	14659.9	22319.5	20829.1	22924.3	23466.3	19875.0	21190.1	12689.3	18057.2	18780.9
Q6UXH0	ANGL8_HUMAN	ANGPTL8	Angiopoietin-like protein 8	11178.7		15838.7	8838.46	17394.4	21172.1			16920.1						9870.89	10495.7	6771.58	14007.4	11458.8	25910.1		5660.43	48833.4	13783.3		36372.8	104931.0	12942.8	18942.3	24814.4	18256.0	12468.8	42491.2	13547.6	11928.2					15762.8		14741.3	15270.1	8782.25		11775.8	20551.5	22395.4
Q6UY14	ATL4_HUMAN	ADAMTSL4	ADAMTS-like protein 4	94625.9	102948.0	56249.8	84687.0	164142.0	60572.0	84222.8	47543.6	57266.6	42878.3	64847.4	88779.6	44389.9	38349.5	82782.4	59717.1	53662.6	49036.4	35749.9	115952.0	102254.0	36996.8	81086.2	73995.4	25933.3	71682.4	96134.0	54157.4	70001.1	105362.0	45388.5	75354.9	68392.5	86372.0	42633.5	42587.2	107475.0	60059.0	85768.5	32098.2	55773.2	136704.0	77704.6	129223.0	126340.0	52537.5	54841.0	49409.9
Q6V0I7	FAT4_HUMAN	FAT4	Protocadherin Fat 4	1193.35	3992.63	1676.3	2097.67	3374.33	2530.89								3365.45	4546.59			3269.71	2946.45	3689.03	6018.47	5627.55			1856.34	5048.39	2697.61		3316.84	5368.4			3144.16	1973.34	2588.41	2704.92		2319.2	2536.43		2450.24	3733.46		5251.48	3800.79		2746.29	1974.59
Q6WN34	CRDL2_HUMAN	CHRDL2	Chordin-like protein 2	8144.09	8914.12	9560.96	10679.0	18148.0	10128.6	12381.6	10701.0	7230.76	10267.5	18737.0	5672.53	10788.1	12490.9	21212.1	6756.96	7379.66	6042.05	18754.8	10287.0	27516.1	36517.3	24711.3	11040.2	13205.2	11628.6	27164.5	5098.86	16798.7	19465.9	9091.58	11834.8	7889.71	13274.6	3452.64	5959.96	18766.0	8053.72	34083.6	7516.4	5482.55	25628.0	4582.09	37207.2	31583.9	16549.8	17964.3	18561.1
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	2943.23	2602.57		4096.38		7000.76	4111.11					10739.0								6211.83						4411.71				7261.76	7318.89			14677.0		9399.31								3277.76				
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	23600.1	24462.5	21374.3	20988.3	25047.4	17220.2	24360.4	25817.7	20956.2	16425.6	21076.2	20381.6	21778.4	32292.2	15314.7	23152.0	10669.8	12244.9	15786.4	20931.0	25292.2	11150.7	26560.0	20686.4	17019.1	22897.5	27533.6	12021.8	16651.4	35574.3	15160.5	21077.3	15292.3	13765.2	12062.7	9494.37	21654.3	21712.4	17666.0	16793.2	18529.2	25491.6	16714.5	25746.9	28710.4	15680.4	15211.4	15995.6
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	6571.6	7263.23		6965.07									13937.4													6407.93				8323.6				4932.95		10796.0		9566.14		3782.4	8339.66	8054.38						
Q6ZVX7	FBX50_HUMAN	NCCRP1	F-box only protein 50	6657.02	4930.03	8165.84	3410.36	4025.65	2744.54	6037.99	6531.79	7409.31	4104.46	9935.34	2697.9	7539.58	7578.21		10579.5	4956.12	6227.13	7160.2	7040.41	4826.11	5608.81	2016.92	5709.57	8267.24	2565.57		5185.14	3412.14	7209.98	11604.4	4530.61	5417.95	2775.12		5047.04	9823.81	3438.91	6693.33	6967.85	5646.53	4647.52	13855.9	9590.42	5920.16	7503.39	5959.05	7494.01
Q71U36;Q9BQE3	TBA1A_HUMAN;TBA1C_HUMAN	TUBA1A;TUBA1C	Tubulin alpha-1A chain	175383.0	208389.0	106532.0	192150.0	73619.0	124642.0	81020.3	113848.0	98496.4	81321.9	96221.4	53538.1	34519.2	67160.7	46384.1	42845.2	36803.8	34526.5	118482.0	20356.7	9186.92	37098.7	17940.9	74271.6	60895.7	91211.8	81829.6	41462.1	26982.3	146492.0	74061.1	12968.2	61477.5	187862.0	52135.9	52750.9	132925.0	31276.8	109613.0	53158.8	39503.9	74688.1	14940.2	74147.6	66594.5	59167.8	60072.0	60765.5
Q76LX8	ATS13_HUMAN	ADAMTS13	A disintegrin and metalloproteinase with thrombospondin motifs 13	60123.5	58868.1	87140.6	57205.9	59557.3	86228.6	60631.3	63665.1	87465.7	76296.1	49945.4	58208.5	71792.4	51513.6	40080.5	50628.0	53276.6	59241.3	36918.0	57656.8	48185.0	19134.3	42627.2	54534.7	47424.7	30753.7	39264.8	52026.7	37392.1	28537.7	44665.5	72773.1	30994.5	27777.2	32548.9	25215.2	35166.7	55847.8	23767.4	29407.8	48694.6	34855.8	58733.0	43620.1	45323.1	34089.9	32365.8	31111.9
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	9111.39	6737.84	1300.64	2962.7		1774.08		2014.13	2585.3					4485.6					2941.66		3040.03			3967.67	3900.02	1822.24	1970.97			1660.72	2791.86			4254.97					2638.47	1269.14			1020.39	1910.66	1956.26	2116.2		1324.96
Q7L591	DOK3_HUMAN	DOK3	Docking protein 3	1282.17	2473.96			926.671	602.876																																										
Q7L9L4;Q9H8S9	MOB1A_HUMAN;MOB1B_HUMAN	MOB1A;MOB1B	MOB kinase activator 1B	7616.3	7462.17		6019.0	2884.76	5627.18			1740.53	1388.14				3135.73					4736.51					1426.95						6637.46				2534.26			4326.79				1442.94	2784.68	1119.97	3753.19	3796.55	1451.61		
Q7LFX5	CHSTF_HUMAN	CHST15	Carbohydrate sulfotransferase 15	2350.65	3405.32	2216.46	3256.31	19867.4	5974.49	5020.19		2713.02								2928.22		2826.3	6031.57			14768.4	5244.04	5698.09	12631.7	8476.99		4445.38	4770.75	9621.67			9628.86		5039.88	14160.3	15797.3	11056.6	4062.02	10198.1	6698.09	8373.92	4586.62		3888.38		4480.23
Q7LGC8	CHST3_HUMAN	CHST3	Carbohydrate sulfotransferase 3	1245.74	1207.25		1893.59	3734.73	774.768	1709.5		1393.59			3381.09		1221.59		2145.1			2477.77	6919.42			2937.05	6354.13		3656.41	4550.36	1451.87	1782.05	2403.06	3392.42			2863.3		1256.34		4532.38	3871.44		2727.93	2266.34		2988.8		1627.21		
Q7Z304	MAMC2_HUMAN	MAMDC2	MAM domain-containing protein 2	5553.6	4800.87		4710.84	6973.88		2722.18		5945.42					5580.56			11324.1		5090.38	7276.89			7714.16			7053.54	22243.4		4190.15	4886.07	9378.9	2850.5	7416.19	13621.5	5345.52	5363.27		7337.77		9550.75	6250.59	5403.45	5942.1	3837.51	5102.14	5355.41	6913.69	6102.68
Q7Z4R8	CF120_HUMAN	C6orf120	UPF0669 protein C6orf120	3373.36	5496.6	4500.08		6188.88	7430.06	5429.54	2574.51	4526.86			2063.37						5112.39	5286.85	10783.2			8321.99	10020.4	14631.0	7666.45		8194.58	9387.45	6276.1	8916.34	10951.0	9474.8	7119.98			9560.79	5584.17		6216.94	1597.46		6889.69	8146.6	10547.8	10562.2	9292.47	8870.81
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	5690.89	4930.91	5998.18	3742.86	2430.38		7006.18					5118.11			1767.24		4172.86	8003.51	5921.74	27903.9				1342.0	5502.45	5008.1	3931.72	7846.17	2532.61	6061.14	5010.29		1902.95	1991.66	6471.42	5445.15	3295.97			7337.89		8031.91	5325.17	6669.21	4161.08	3990.18	2664.27	3840.01
Q7Z5N4	SDK1_HUMAN	SDK1	Protein sidekick-1	2663.16	3351.87			4450.23	1505.99						4124.08							1748.31	3974.2			2689.99	2263.88		7080.45	6793.8		4002.78	3071.61			5313.89	5215.4	1624.33	2323.22	4586.47	4688.56	7863.21	3375.53	8208.87	7205.75	3854.05	2500.6		3652.58	3154.9	2212.8
Q7Z794	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	32248.6	19870.1	34658.3	10531.9	14055.1	8426.57	20538.5	16567.0	25937.1	13732.0	34816.3	4064.17	19016.2	39032.6	6304.36	41466.7	25192.1	19891.0	57778.9	17623.8	17868.9	24719.1	9439.5	16940.8	28779.6	6824.59	6048.9	14874.8	8158.91	28616.1	23715.2	11334.4	10662.0	8709.54	8729.88	17235.0	36106.2	11440.2	34243.8	32487.2	36910.3	27217.7	51896.5	38421.4	23514.8	29686.1	31098.9	30721.4
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	26601.6	25318.4	36073.8	23662.1	34759.1	24286.9	53914.3	31707.2	28664.7	26126.2	34377.5	62017.5	27499.9	26061.9	31384.6	22529.1	21572.0	21840.3	29380.9	76715.4	56847.4	25221.6	29807.2	33517.3	36719.8	44343.2	39965.6	24634.5	41360.3	28572.2	17425.9	43001.1	24383.8	48224.9	22209.4	22132.9	43066.7	22283.0	51760.2	22256.2	21107.7	43695.9	38212.5	46088.4	41578.2	34479.2	27709.6	29871.4
Q7Z7M0	MEGF8_HUMAN	MEGF8	Multiple epidermal growth factor-like domains protein 8	8437.1	7663.95	6655.64	8504.95	8239.09	7054.83	8611.02	12166.3	6441.14	5728.41	8993.58	7618.42	11473.1	10078.2	5583.39	5825.21	8804.83	7859.88	7753.39	7682.97	11341.7	7414.34	4729.48	6898.05	9454.52	3863.96	8044.12	8255.48	8035.1	7145.8	5513.75	4382.73	7349.47	2982.56	5100.18	9948.82	4645.37	8186.08	4947.63	6002.8	8103.24	9120.71	4922.54	5287.87	4544.42	3656.38	5771.29	5763.84
